amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-08T00:00:00Z,Awesome!!,5,1,They are extremely comfortable. Great for walking/running.  Arrived on time and as expected!  Will be buying these for work from now on.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-10T00:00:00Z,Five Stars,5,1,Excellent,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-15T00:00:00Z,Five Stars,5,1,my second pair love how it fits and the price is fair,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-16T00:00:00Z,... is 100% same as nike air max if not better. Iâ€™m a size 11 in nike air max ...,5,1,First off let me start by saying this sneaker is 100% same as nike air max if not better. Iâ€™m a size 11 in nike air max and i  purchased a size 11 one mix they fit perfectly. I waited to write a review because i also was skeptical about thisbrand. Iâ€™d say itâ€™s better quality and more bang for your buck. I will definitely be purchasing more now that i know this. I compared everydetail to my nike air max to the one mix andtheyâ€™re identical. The tounge of the one mix sneaker is better because it does not float around like nike air max. Oh yeah not to mention the price literally half of the cost.  prob in the same factory . So why would you pay double for a nike check?  5 stars great sneaker....phenomenal price!,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-26T00:00:00Z,Five Stars,5,0,My son is very happy with his shoes. He said they fit well and are so comfy!,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-26T00:00:00Z,Five Stars,5,1,its very comfortable and lite i wear a size 11 in US and it fit perfect,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-30T00:00:00Z,Love them!,5,1,Best support for those with painful feet.  Super comfortable!,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-30T00:00:00Z,"The fit and feel were great, unfortunately I needed a all black shoe and ...",2,1,"The fit and feel were great, unfortunately I needed a all black shoe and the fabric under the mesh is white.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2017-12-31T00:00:00Z,Asics Duromax are still in my opinion a little better for people with ankle issues,4,1,"I have had five ankle surgeries. I was looking for something with some cushion that had some style to it. These shoes are light on your feet, they are cushioned and as much as I walk they have held up thus far. The reason I gave it four stars. Is because there could be more cushion throughout the entire shoe. Asics Duromax are still in my opinion a little better for people with ankle issues.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-01T00:00:00Z,Five Stars,5,1,Awesome pair of kicks .,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-02T00:00:00Z,highly recommend Ive always been a Nike airmax snob but these ...,5,1,So amazingly comfy the next pair I order I will go a half size smaller. highly recommend Ive always been a Nike airmax snob but these are better Iâ€™m a barber and am on my feet 13 hours a day,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-09T00:00:00Z,Walking in air,5,1,Great shoes. Very comfortable. Feels like you're walking on air.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-10T00:00:00Z,Five Stars,5,1,Mine brother in Florida he loves it.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-11T00:00:00Z,Comfortable,5,1,Gift for father and he is really liking the shoes.  Says they are very comfortable. This is the second pair from this brand that have been extremely comfortable!!!,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-11T00:00:00Z,Five Stars,5,1,perfect,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-11T00:00:00Z,It fits great and is comfortable from what he told me,4,1,"Bought this for a buddy of mine, he really likes it. It fits great and is comfortable from what he told me. It arrived on time and in good condition.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-16T00:00:00Z,real comfortable shoes,5,1,i usaully ware a 10 1/2--11 so i ordered a size 11 and fit good and real comfortable.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-21T00:00:00Z,I really like these sneakers,4,1,"Overall, I really like these sneakers.  Size is always an issue when you buy online. I normally wear a size 10M but I thought these might run a little small. I ordered an 11 because there was no 10.5 option and hoped for the best. The sneaker was just right for the big toe but a little too much room to the sides.  The cushioning was good and the sneakers are light weight, airy, and flexible in the front.  I added a pair of Dr. Scholls cushioned inserts and the sneakers fit perfectly now. They are very comfortable and only time will tell how they hold up. They could a little more arch support otherwise I like them a lot.",
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-23T00:00:00Z,White is not good color.,2,1,I should not have chosen the white color.. It soon gets to look dirty. All other things are fine.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-24T00:00:00Z,They fit as expected,5,1,These fit 100% better than the Colorful Reflection brand which were wayyyy too tight and didn't fit as expected.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-29T00:00:00Z,Five Stars,5,1,Very nice shoe and it donâ€™t take long to receive your shoes...,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-01-29T00:00:00Z,The shoes look great but donâ€™t fit correctly,3,1,The shoes look great but donâ€™t fit correctly. I purchased to different types of onemix shoes. One pair fits perfect at a size 12 and one is huge. Considering returning.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-02-08T00:00:00Z,Everyone is different.,2,1,These did not work for me. My feet hurt after just a few hours. My old Nike's are more comfortable.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-02-09T00:00:00Z,"These shoes look and feel great, lightweight",5,1,"These shoes look and feel great, lightweight, the logo on the side looks pretty cheap like its just an iron on sticker, but past that great shoes",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-02-18T00:00:00Z,Bought these for my fiance's daughter. She loves them ...,4,1,"Bought these for my fiance's daughter. She loves them. I purchased a pair for myself, however I felt they were too hard with no cushion what so ever.Â ONEMIX Men's Air Cushion Sports Running Shoes New Wave Casual Walking Sneakers White US 9.5",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-02-21T00:00:00Z,The superior shock absorption of the full length nitrogen filled soles are awesome !!,5,1,"I am absolutely satisfied with the quality, great fit, and performance with my shoes from Onemix.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-02-28T00:00:00Z,Excellent shoe Just like a pair of Nike Air Max,5,1,Excellent shoe  Just like a pair of Nike Air Max.  Definitely worth the money.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-01T00:00:00Z,Comfort and appearence,5,1,The comfort is great. The more I wear them the more I like them,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-01T00:00:00Z,Good for walking but I wouldnt recommend for running,4,1,"I have owned these shoes for 3 months now, I can say they are good shoes that look and feel like Nike air max however I will say I wouldn't recommend them for running or wearing them all day as they have a firm sole and stand a little high.These would make great shoes for walking or walking some trails, they arent waterproof but my feet have always stayed dry.I'm on my feet all day with my job and live an active life style and they have held up well as far as durability goes but I would only recommend them for walking",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-09T00:00:00Z,Best snickers ever have,5,1,"Best snickers  ever have , very good  like walking on  the clouds  I wearing  a prosthetic leg and this. Are the best  So far,,ðŸ˜Š",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-13T00:00:00Z,Five Stars,5,1,These shoes are awesome! They remind me of Nikes when Nike cared about quality.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-14T00:00:00Z,Great insoles,5,1,Great fit comfortable insole great pice,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-24T00:00:00Z,Five Stars,5,1,Light and feels really comfortable.,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-24T00:00:00Z,Four Stars,4,1,Fit great very comfortable,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-28T00:00:00Z,Comfortable,5,1,"Extremely comfortable. My favorite everyday shoes, Would highly recommend.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-03-31T00:00:00Z,This shoe is legitimately comfortable.,5,1,"After years of loyalty to Nike, I decided that a brand does not define me. So I bought 2 pair for an Iraq deployment so far the have held up great! I donâ€™t mind getting them dirty and great cushion for morning runs.",0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-04-04T00:00:00Z,Four Stars,4,1,VERY COMFORTABLE LETS SEE HOW THEY WEAR,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-04-05T00:00:00Z,These are GREAT!,5,1,WOW!!!These are GREAT!,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-04-08T00:00:00Z,Five Stars,5,1,i love one mix there shoes are the best i have bought at least 10 pairs though the years,0
B0734KPVYH,ONEMIX Air Cushion Sports Running Shoes for Men and Women New Wave...,74.95,2018-04-18T00:00:00Z,They don't have that Air cushion feeling,3,1,They didn't fit like a Nike when I first tried them on. I considered returning them but changed my mind. I haven't worn them yet. The shoes are exactly like the picture. I think they were too expensive.,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-01-24T00:00:00Z,Want a refund.,1,1,The plastic bottoms are not what I expected. Very poor quality.,2
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-01-27T00:00:00Z,Five Stars,5,1,EXCELENTE,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-02-12T00:00:00Z,Two Stars,2,1,To big,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-02-16T00:00:00Z,Five Stars,5,1,Great shoes very comfortable,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-02-22T00:00:00Z,Two Stars,2,1,I recommend to get half a size bigger.,
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-02-26T00:00:00Z,Love the shoes,4,0,Love the shoes.they are so comfortable I got a 10 and they where a lil to big so I gave them to my son and he loves them... And i got myself a 9.5 waiting for them to come it so I can enjoy them,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-03-31T00:00:00Z,Five Stars,5,1,"Iâ€™m in love with this sneakers, theyâ€™re so comfortable",0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-04-01T00:00:00Z,Five Stars,5,1,gracias,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-04-15T00:00:00Z,As good as what its price,4,1,Comfy. As good as  what its price is,0
B073HZJHWT,JiYe Women's Men's Running Shoes Free Transform Flyknit Fashion...,39.99,2018-04-21T00:00:00Z,Four Stars,4,1,Good,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-20T00:00:00Z,Has been my favorite go to,5,1,"Has been my favorite go to.. for years. Even my dogs love them, and of course the kids. Nice and wholesome.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-26T00:00:00Z,Five Stars,5,1,My wife loves Cheerios.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-26T00:00:00Z,Five Stars,5,1,Works as described.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2017-12-27T00:00:00Z,Five Stars,5,1,makes the granddaughter happy,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-01T00:00:00Z,Who does love honey nut cherrios?,5,1,"My favorite cereal!  It is nutty, crunchy and all this cereal should be!",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-13T00:00:00Z,Loved by my kids,5,1,Loved by my kids (ok - the grownups eat it too!),0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-15T00:00:00Z,Five Stars,5,1,Yummy,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-21T00:00:00Z,Five Stars,5,1,Great,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-23T00:00:00Z,Four Stars,4,1,thanks,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-28T00:00:00Z,delicious,5,1,delicious cereal. who doesn't know that about honey nut already though?? i like the big size as it lasts longer in my household.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-02-04T00:00:00Z,Received damaged,1,1,updated reviewOpened the box and the packaging was stuck to the carton. Whole cereal had mostly emptied into the box below.Horrible waste of money... go to the store,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-10T00:00:00Z,Love the size!,5,1,Great product.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-12T00:00:00Z,A little too sweet straight from the box,4,1,"I find this cereal a little too sweet for me straight from the box, but I like it with a little cinnamon sprinkled on it. Probably also good with milk or unsweetened soy or coconut milk.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-15T00:00:00Z,Cheerios,5,1,Good value,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-29T00:00:00Z,... one of my favorites probably yours too so always good.,5,1,What can I say this is one of my favorites probably yours too so always good.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-30T00:00:00Z,Four Stars,4,0,Honey nut cheerios is one of my favorites,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-04T00:00:00Z,YUMMY,5,1,Yummy and shipped FAST,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-05T00:00:00Z,Damage product,1,1,"Every time I purchase this product it comes damaged. But at least the inside bag sealed. This last time it was totally broken, so I received staled Cheerios.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-01-09T00:00:00Z,Five Stars,5,1,Perfect for a non-gluten cereal lover!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-10T00:00:00Z,Glad this is available on Pantry.,5,0,My favorite cereal. Glad they have it on Pantry.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-13T00:00:00Z,Five Stars,5,1,Great cereal.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-13T00:00:00Z,Good buy.,5,1,Great size. Wayyyyy cheaper than BJ/Costco,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-02T00:00:00Z,Five Stars,5,1,Outstanding product and service.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-21T00:00:00Z,Five Stars,5,1,Get the giant size cause you will love it!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-29T00:00:00Z,Four Stars,4,1,Box too big for the cupboard.,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-29T00:00:00Z,Nice big family size,4,1,"Delicious as always. Nice big family size, ships fast.",0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-05T00:00:00Z,Five Stars,5,1,Perfect,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-06T00:00:00Z,Four Stars,4,1,great gift,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-07T00:00:00Z,Five Stars,5,1,my grandson likes them!,0
B015IP43MW,"Honey Nut Cheerios Gluten Free Breakfast Cereal, 26.6 oz, Giant Size Cereal Box",4.58,2018-03-07T00:00:00Z,IF YOU ARE CELIAC,3,0,"And still reacting. It's not that they aren't gluten free. It's that your body sees the protein in oats as the same protein as gluten because they are very similar in structure. I can't eat oats, my 5 year old can't eat oats, my 8 year old old gets sick from eating certified GF oatmeal but not cereal with oat flour. So, it's not necessarily Cheerios making a false statement or not doing their due diligence,  it's your body can't tolerate oats. The allergist who diagnosed me also had celiac and was the same way. We commiserated over our love of oatmeal cookies.",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-10T00:00:00Z,Five Stars,5,0,Another great cereal,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-10T00:00:00Z,Five Stars,5,0,"Hey, its Kellogg,  can't go wrong.",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-15T00:00:00Z,Five Stars,5,0,"thought I had ordered the mini iwheats without sugar coating, however they were fresh & price very good",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-19T00:00:00Z,Arrived in good shape,5,1,Great item,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-24T00:00:00Z,Exactly as described,5,1,Exactly as described,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-26T00:00:00Z,Four Stars,4,0,Product box was slightly damaged from can goods being shipped in same box!,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-29T00:00:00Z,Best thing Iâ€™ve ever received in the mail.,5,0,"Who doesnâ€™t love mini wheats, especially delivered to your door!!",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-03T00:00:00Z,Five Stars,5,0,Have liked these for years - was a good price,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-04T00:00:00Z,Five Stars,5,1,My forever cereal nutritious and not that much sugar really.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-04-09T00:00:00Z,Five Stars,5,1,;],0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-11T00:00:00Z,Ones from Trader Joe's is much better!,3,1,Ones from Trader Joe's is much better!,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-14T00:00:00Z,Five Stars,5,0,good,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-17T00:00:00Z,Four Stars,4,0,got to restock our pantry Items,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-26T00:00:00Z,Five Stars,5,1,Good product,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-28T00:00:00Z,Five Stars,5,1,Easy to place order when I was homebound after a stay in the hospital.  Pleased with the service.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-04T00:00:00Z,The specific product,5,0,Good condition and the brand I wanted,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-02-09T00:00:00Z,tastee sugar wheats,5,1,good cereal,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-10T00:00:00Z,Five Stars,5,1,Favorite breakfast cereal,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-12T00:00:00Z,Five Stars,5,0,I love Frosted Mini Wheats,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-12T00:00:00Z,Four Stars,4,0,Really like using this as a snack to watch TV with.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-12T00:00:00Z,You can't go wrong with buying this classic cereal it ...,5,0,You can't go wrong with buying this classic cereal it is delicious. Little box of raisins in with it and its really really really good,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-13T00:00:00Z,Five Stars,5,1,Delicious,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-16T00:00:00Z,Five Stars,5,1,great,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-21T00:00:00Z,Five Stars,5,0,"because of the large cans of soup 1 box was smashed, but still eatable.",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-21T00:00:00Z,Five Stars,5,1,Love em!!,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-21T00:00:00Z,Thumbs up,4,0,Very Tastey,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-22T00:00:00Z,Everyone loves Mini Wheats- right?! Well our granddaughter ...,5,1,"Everyone loves Mini Wheats- right?!  Well our granddaughter has special orders for this one: I want my frosting cereal with  a bowl, a spoon and milk!",0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-22T00:00:00Z,Good Combination . . . Prime Pantry and Cereal,5,1,A favorite cereal and nice to fill up Prime Pantry order,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-26T00:00:00Z,Five Stars,5,1,This is one of my all time favorite cereals .,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-26T00:00:00Z,Five Stars,5,1,nice,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-27T00:00:00Z,Five Stars,5,1,nice and fresh,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-27T00:00:00Z,Open box,1,1,Box opened when I got it and I canâ€™t return it.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-28T00:00:00Z,Box smelled BAD,1,0,When I open the box it smelled like stale cigarette smoke inside.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-28T00:00:00Z,Five Stars,5,0,Great product,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-28T00:00:00Z,Four Stars,4,1,Like the taste,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-31T00:00:00Z,Five Stars,5,1,Very fresh + a Great price !,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-31T00:00:00Z,just had my first bowl this evening. I opened ...,4,1,just had my first bowl this evening. I  opened the box but the mini wheats seem a bit on the stale side.  Taste ok but I believe I will buy these at the store when I buy them again.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-05T00:00:00Z,Five Stars,5,1,The great quality that I have come to expect from Kellogg's.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-09T00:00:00Z,Five Stars,5,0,One of my favorite cereals.,0
B00QTX0D18,"Kellogg's Frosted Mini Wheats Original Breakfast Cereal, Family Size, 24 Ounce Box",3.81,2018-03-09T00:00:00Z,Love the product -- not so much the packaging,3,1,Packaging in a huge bag without protection of a box results in a lot of crumbs.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2018-04-10T00:00:00Z,Classic good taste. Great with honey & mike,5,1,Classic good taste.  Great with honey & mike.  Recommended.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-18T00:00:00Z,Very satisfied.,5,1,Delicious and gluten free.  Very satisfied.,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-19T00:00:00Z,Two Stars,2,1,crushed,0
B00R1H0438,"Rice Chex Cereal, Gluten-Free Cereal, 12 oz",3.18,2017-12-22T00:00:00Z,Five Stars,5,1,great price and got here fast,0
